chrom1	mid1	chrom2	mid2	strand1	strand2	fc1	fc2	fc.mean
chr8	73417664	chr8	74020508	-	-	11.04723	5.1040199999999984	8.075624999999999
chr11	118315157	chr11	118916018	-	-	3.15982	12.9914	8.075610000000001
chr17	34171282	chr17	34788662	+	-	10.31626	5.83421	8.075235
chr15	85097343	chr15	85709625	+	-	6.31965	9.83057	8.07511
chr9	57095113	chr9	57709837	+	+	6.21525	9.93418	8.074715
chr6	83708447	chr6	84325683	+	+	10.71025	5.4375300000000015	8.07389
chr5	117043293	chr5	117635890	-	-	8.81604	7.33103	8.073535
chr14	63504146	chr14	64113717	-	+	3.57225	12.57232	8.072284999999999
chr11	3502907	chr11	4109758	-	-	9.48751	6.65675	8.07213
chr9	70162032	chr9	70778035	-	-	4.1760199999999985	11.96784	8.07193
chr18	65314713	chr18	65911942	-	-	5.02893	11.1142	8.071565
chr7	25071357	chr7	25690161	-	-	5.8670800000000005	10.27558	8.07133
chr9	20675097	chr9	21282359	-	+	10.31866	5.82172	8.07019
chr13	34034296	chr13	34625961	-	+	4.67744	11.46251	8.069975
chr16	94965533	chr16	95563171	-	+	4.97619	11.16177	8.06898
chr13	58136550	chr13	58741877	+	+	4.97619	11.16177	8.06898
chr10	64213655	chr10	64805465	+	+	11.67313	4.46471	8.06892
chr8	74231974	chr8	74815819	+	+	12.22668	3.90662	8.06665
chr5	123949897	chr5	124535027	-	-	3.90662	12.22668	8.06665
chr14	34893709	chr14	35508713	+	-	12.22668	3.90662	8.06665
chr8	126705116	chr8	127299852	-	-	3.90662	12.22668	8.06665
chr2	31510958	chr2	32116380	-	+	3.90662	12.22668	8.06665
chr11	83929906	chr11	84535673	+	-	10.04217	6.0903300000000025	8.066250000000002
chr2	154752569	chr2	155343941	-	+	2.7904400000000003	13.34148	8.06596
chr6	136067601	chr6	136670657	-	-	2.7904400000000003	13.34148	8.06596
chr10	93338995	chr10	93924338	-	-	2.7904400000000003	13.34148	8.06596
chr17	29067486	chr17	29681168	+	+	12.99	3.14187	8.065935
chr5	121984735	chr5	122576611	-	-	11.95346	4.1760199999999985	8.064739999999999
chr2	24334805	chr2	24954680	-	+	4.1760199999999985	11.95346	8.064739999999999
chr9	107967944	chr9	108584468	-	-	13.34542	2.78321	8.064315
chr2	31534573	chr2	32116380	-	+	3.90016	12.22668	8.06342
chr12	114223426	chr12	114816650	-	-	5.73126	10.39431	8.062785
chr13	100768268	chr13	101377879	-	-	9.2197	6.90452	8.06211
chr16	91839182	chr16	92445852	+	-	6.705239999999999	9.41775	8.061494999999999
chr9	43538911	chr9	44131890	+	-	7.10054	9.02135	8.060945
chr10	75994652	chr10	76590775	-	-	3.3526199999999995	12.76876	8.06069
chr9	68613602	chr9	69224979	-	+	6.33776	9.78355	8.060655
chr9	121247798	chr9	121857104	-	+	3.90662	12.21236	8.05949
chr10	76590775	chr10	77172758	-	+	12.76876	3.34853	8.058645
chr12	13016481	chr12	13609448	-	+	8.92942	7.18783	8.058625
chr12	85688329	chr12	86294130	+	-	11.47432	4.64002	8.05717
chr10	60929077	chr10	61518318	-	+	5.7969300000000015	10.31626	8.056595000000002
chr11	70061143	chr11	70677863	+	+	11.93711	4.1760199999999985	8.056564999999999
chr5	27728980	chr5	28321924	+	+	4.1760199999999985	11.93711	8.056564999999999
chr12	111255107	chr12	111836948	+	+	4.1760199999999985	11.93711	8.056564999999999
chr5	122794482	chr5	123389419	-	-	12.28821	3.82477	8.05649
chr1	171848326	chr1	172448489	-	-	11.93574	4.1760199999999985	8.055879999999998
chr16	5407016	chr16	6018945	-	-	9.35488	6.7563	8.05559
chr11	96597392	chr11	97186730	-	+	4.67744	11.43374	8.05559
chr7	134642121	chr7	135241823	-	+	11.43374	4.67744	8.05559
chr11	102120042	chr11	102713403	-	-	6.7563	9.35488	8.05559
chr1	166222378	chr1	166835386	-	-	4.1577199999999985	11.95346	8.055589999999999
chr19	44507816	chr19	45111536	-	+	3.11829	12.99289	8.055589999999999
chr3	130331483	chr3	130940864	-	-	7.36482	8.74573	8.055275
chr2	164693246	chr2	165307792	+	+	12.99206	3.11829	8.055175
chr6	82842743	chr6	83428429	-	-	11.95241	4.1577199999999985	8.055064999999999
chr1	189278495	chr1	189893919	+	+	12.9914	3.11829	8.054845
chr13	73170707	chr13	73769489	-	-	12.99085	3.11829	8.05457
chr4	137289624	chr4	137874606	+	-	3.11829	12.99039	8.05434
chr19	5295405	chr19	5896472	+	-	12.98966	3.11829	8.053975000000001
chr15	79178874	chr15	79777418	-	+	9.96881	6.13897	8.053889999999999
chr14	70261388	chr14	70845323	+	+	12.98912	3.11829	8.053705
chr1	181168325	chr1	181778022	-	+	3.34853	12.75756	8.053045
chr11	94191041	chr11	94803810	+	-	7.7240199999999986	8.38155	8.052785
chr7	139074135	chr7	139677503	-	+	13.31475	2.7904400000000003	8.052595
chr5	31901176	chr5	32500289	+	-	2.7904400000000003	13.31475	8.052595
chr5	148131455	chr5	148712508	-	-	12.66525	3.43875	8.052
chr11	89407698	chr11	89997200	+	-	9.63878	6.46519	8.051985
chr3	97484639	chr3	98099953	+	-	12.20692	3.897	8.05196
chr12	31575128	chr12	32175491	-	+	11.08043	5.0228	8.051615
chr5	122265284	chr5	122860465	+	+	11.08043	5.0228	8.051615
chr10	79447415	chr10	80053819	+	+	11.46251	4.64002	8.051265
chr2	151871976	chr2	152483338	-	-	3.90662	12.19479	8.050705
chr2	153779742	chr2	154367570	-	-	11.89804	4.20292	8.05048
chr3	89198605	chr3	89798950	+	-	13.07884	3.02085	8.049845
chr9	107970402	chr9	108586489	-	-	12.38549	3.71268	8.049085
chr7	134053741	chr7	134642121	+	-	4.6634400000000005	11.43374	8.04859
chr10	127445509	chr10	128052181	-	+	9.60084	6.49603	8.048435
chr8	122326678	chr8	122928622	-	+	8.84656	7.25005	8.048305
chr9	54462329	chr9	55056870	-	+	11.46251	4.6322800000000015	8.047395000000002
chr4	126596340	chr4	127213072	-	+	3.34853	12.74542	8.046975
chr1	74806610	chr1	75410503	-	+	9.06256	7.030660000000001	8.046610000000001
chr4	116940094	chr4	117540643	-	-	10.52517	5.56803	8.0466
chr2	104584410	chr2	105180340	-	-	5.88504	10.20805	8.046545
chr11	120445809	chr11	121037778	-	+	3.75224	12.3405	8.04637
chr15	98902617	chr15	99513507	+	+	7.25515	8.83516	8.045155000000001
chr1	152671941	chr1	153290534	+	+	7.25515	8.83516	8.045155000000001
chr11	68825067	chr11	69427648	+	-	3.66524	12.42462	8.04493
chr11	98303236	chr11	98901235	+	+	6.09739	9.99145	8.04442
chr7	105629706	chr7	106211028	+	-	9.12838	6.9600300000000015	8.044205000000002
chr8	124793528	chr8	125389528	-	-	9.12838	6.9600300000000015	8.044205000000002
chr7	105629706	chr7	106222664	+	-	9.12838	6.9600300000000015	8.044205000000002
chr7	109459782	chr7	110068337	+	-	3.56	12.52806	8.04403
chr5	115005629	chr5	115613773	-	-	4.0685699999999985	12.01839	8.043479999999999
chr17	24130739	chr17	24732843	-	+	11.64345	4.4431400000000005	8.043295
chr5	114036414	chr5	114639101	+	+	6.13897	9.94645	8.04271
chr16	50217372	chr16	50799674	+	+	6.13897	9.94645	8.04271
chr11	94482115	chr11	95093502	+	+	3.24802	12.83604	8.04203
chr17	46473621	chr17	47061281	+	-	12.83604	3.24802	8.04203
chr17	78596648	chr17	79208560	+	+	10.88384	5.19715	8.040495
chr11	84007038	chr11	84611624	+	-	3.92711	12.15324	8.040175
chr6	113711852	chr6	114293965	+	-	11.10398	4.97619	8.040085
chr11	77260392	chr11	77854592	+	-	12.20107	3.87904	8.040054999999999
chr1	100041622	chr1	100645645	-	+	5.19715	10.88136	8.039255
chr10	23435098	chr10	24052773	+	+	4.76323	11.31509	8.039159999999999
chr6	71349386	chr6	71968182	-	+	12.18066	3.897	8.038829999999999
chr5	108511625	chr5	109100983	-	-	11.16177	4.91528	8.038525
chr15	98922391	chr15	99519388	+	-	3.92365	12.15324	8.038445
chr12	16041588	chr12	16649000	-	+	3.63801	12.43886	8.038435
chr14	31678680	chr14	32268550	-	+	10.04481	6.032030000000002	8.03842
chr9	65078268	chr9	65677458	-	-	9.96299	6.11334	8.038165
chr17	55841936	chr17	56441247	+	+	11.39861	4.67744	8.038025
chr11	98250925	chr11	98836862	-	+	4.67744	11.39861	8.038025
chr5	121844685	chr5	122449686	+	-	2.78401	13.29175	8.03788
chr8	97759764	chr8	98376311	-	-	9.03609	7.03912	8.037605
chr11	60013334	chr11	60593604	+	-	13.31475	2.75985	8.0373
chr17	45872587	chr17	46465204	+	-	11.8446	4.22919	8.036895
chr6	37696733	chr6	38276801	+	-	3.54542	12.52806	8.03674
chr19	57558585	chr19	58147109	+	+	5.1593300000000015	10.91403	8.03668
chr13	49094151	chr13	49696498	-	-	9.93418	6.13897	8.036575
chr18	61804835	chr18	62410393	+	-	3.34853	12.72403	8.03628
chr10	41192828	chr10	41790618	+	+	3.90662	12.16401	8.035315
chr18	75122971	chr18	75713230	-	+	13.28399	2.78401	8.033999999999999
chr10	79949911	chr10	80551697	-	-	12.27795	3.79004	8.033995
chr3	108705151	chr3	109294679	-	-	6.2365900000000005	9.83057	8.03358
chr15	85125271	chr15	85709625	-	-	6.2365900000000005	9.83057	8.03358
chr4	128625616	chr4	129217448	-	+	10.31866	5.74793	8.033294999999999
chr9	53415753	chr9	54029277	-	+	4.22127	11.8446	8.032935
chr5	120732391	chr5	121315541	+	-	3.34853	12.71692	8.032725
chr10	120353551	chr10	120970517	-	-	11.60006	4.46471	8.032385
chr3	120371787	chr3	120990292	-	-	4.46471	11.60006	8.032385
chr4	98406620	chr4	99015562	+	+	11.60006	4.46471	8.032385
chr11	95360327	chr11	95972462	+	-	3.78574	12.27795	8.031845
chr17	80420055	chr17	81000892	-	+	9.77752	6.28616	8.03184
chr8	109051705	chr8	109640105	-	+	5.1040199999999984	10.95928	8.031649999999999
chr9	107298923	chr9	107888945	-	-	2.7904400000000003	13.27175	8.031095
chr17	25981549	chr17	26588634	-	-	7.91666	8.144969999999999	8.030815
chr15	74630301	chr15	75210544	-	+	3.7717	12.28821	8.029955
chr4	122900749	chr4	123489963	+	+	12.15324	3.90662	8.02993
chr17	27808858	chr17	28425154	-	+	4.1577199999999985	11.90204	8.029879999999999
chr5	135021316	chr5	135621999	-	+	8.170739999999999	7.888039999999997	8.029389999999998
chr2	153429643	chr2	154035046	-	+	9.09816	6.9600300000000015	8.029095000000002
chr11	114738684	chr11	115323946	-	+	11.8446	4.2131	8.02885
chr17	24791154	chr17	25401583	-	-	9.91863	6.13897	8.0288
chr18	35890166	chr18	36478724	-	-	7.61395	8.4435	8.028725
chr4	139026312	chr4	139644846	+	+	6.7770600000000005	9.28004	8.02855
chr5	23396736	chr5	24016644	+	+	7.74074	8.31545	8.028095
chr5	149606271	chr5	150195374	-	-	12.707	3.34853	8.027765
chr8	107741990	chr8	108358724	-	+	13.45606	2.59858	8.02732
chr11	58121541	chr11	58728413	-	+	4.56419	11.49017	8.027180000000001
chr5	121842216	chr5	122449686	+	-	2.76181	13.29175	8.02678
chr3	88558449	chr3	89144602	-	+	4.3876800000000005	11.66441	8.026045
chr11	102118963	chr11	102713403	-	-	6.6970600000000005	9.35488	8.025970000000001
chr10	87841871	chr10	88446404	+	+	9.35488	6.6970600000000005	8.025970000000001
chr14	48173279	chr14	48757968	-	+	10.3632	5.68785	8.025525
chr8	111098199	chr8	111709989	+	-	9.93759	6.11334	8.025465
chr9	108722035	chr9	109309047	-	+	11.58602	4.46471	8.025365
chr15	38227208	chr15	38834689	+	-	11.58602	4.46471	8.025365
chr9	110368886	chr9	110974851	-	-	3.7717	12.27795	8.024825
chr15	81030223	chr15	81633204	-	-	12.42389	3.62502	8.024455
chr6	120670649	chr6	121252584	+	+	6.49603	9.55209	8.02406
chr19	32702226	chr19	33301682	+	-	3.05667	12.9914	8.024035
chr8	86631893	chr8	87221809	-	+	3.63801	12.40984	8.023925
chr18	12861325	chr18	13464001	-	-	3.82084	12.22668	8.02376
chr12	104007402	chr12	104606279	-	-	2.67459	13.372929999999998	8.02376
chr12	109388172	chr12	109998891	+	+	8.787930000000001	7.259589999999997	8.02376
chr19	4393325	chr19	5002335	-	-	3.82084	12.22668	8.02376
chr10	18113717	chr10	18719363	-	+	11.46251	4.58501	8.02376
chr8	97637875	chr8	98221227	+	-	4.96709	11.08043	8.02376
chr11	116504746	chr11	117086317	+	+	11.08043	4.96709	8.02376
chr7	56112934	chr7	56694704	-	-	3.43875	12.60876	8.023755
chr5	147516037	chr5	148129670	+	+	6.495	9.55209	8.023545
chr10	122494352	chr10	123082823	-	-	9.90808	6.13897	8.023525
chr9	57792580	chr9	58382790	+	+	6.6271	9.41775	8.022425
chr6	87336395	chr6	87932092	-	-	13.2542	2.7904400000000003	8.02232
chr4	122983124	chr4	123566989	+	+	11.36625	4.67744	8.021845
chr7	148031841	chr7	148623592	-	-	3.03272	13.01074	8.02173
chr19	45289827	chr19	45887942	-	+	7.25515	8.787930000000001	8.021540000000002
chr15	98004518	chr15	98620105	-	-	7.25515	8.787930000000001	8.021540000000002
chr3	145484109	chr3	146086866	-	+	3.97858	12.06406	8.02132
chr11	72168660	chr11	72783386	+	-	11.57748	4.46471	8.021094999999999
chr12	81892752	chr12	82503344	-	-	5.3254	10.71675	8.021075
chr2	172052619	chr2	172657463	+	+	3.3526199999999995	12.68758	8.0201
chr13	37832119	chr13	38434635	-	+	3.10896	12.93039	8.019675
chr11	115301414	chr11	115885228	-	+	6.4954199999999975	9.54302	8.019219999999999
chr4	45540942	chr4	46157401	-	-	4.7809599999999985	11.25673	8.018844999999999
chr5	124797242	chr5	125389432	-	+	3.34853	12.68819	8.01836
chr11	31849607	chr11	32430345	-	+	12.68758	3.34853	8.018055
chr12	113116402	chr12	113701019	-	+	12.68758	3.34853	8.018055
chr12	113116402	chr12	113735981	-	+	12.68758	3.34853	8.018055
chr11	96639023	chr11	97249079	+	-	13.2215	2.81418	8.01784
chr1	159388693	chr1	159987268	-	+	11.01273	5.0228	8.017765
chr11	100993218	chr11	101591849	+	+	13.06347	2.97198	8.017725
chr4	129019319	chr4	129636907	+	+	10.58693	5.44801	8.01747
chr5	127476145	chr5	128064245	-	-	11.35722	4.67744	8.01733
chr5	145486632	chr5	146068004	+	+	7.18783	8.84656	8.017195000000001
chr9	62574442	chr9	63181068	-	-	5.71687	10.31626	8.016565
chr4	43280121	chr4	43874212	+	-	6.90452	9.12838	8.016449999999999
chr17	30881097	chr17	31462972	-	+	2.7904400000000003	13.24134	8.015889999999999
chr5	117757808	chr5	118367096	+	+	8.2176	7.813239999999999	8.015419999999999
chr2	31554188	chr2	32160152	-	+	9.74405	6.28616	8.015105
chr18	62127491	chr18	62727865	+	+	5.98392	10.04559	8.014755000000001
chr15	88659337	chr15	89265550	+	+	11.23493	4.794	8.014465
chr8	107533353	chr8	108131669	+	-	7.71138	8.31545	8.013415
chr6	72363523	chr6	72970259	+	-	3.55269	12.47317	8.01293
chr16	13533126	chr16	14122872	+	-	10.99622	5.02893	8.012575
chr7	133984211	chr7	134581406	-	+	3.34853	12.67552	8.012025
chr8	112059231	chr8	112643801	+	+	12.67552	3.34853	8.012025
chr10	127309732	chr10	127892586	+	-	8.4435	7.580089999999997	8.011795
chr11	76128432	chr11	76714042	+	+	7.18783	8.83516	8.011495
chr2	129730714	chr2	130330348	+	-	13.23119	2.7904400000000003	8.010815000000001
chr18	20587373	chr18	21180540	+	+	3.31746	12.70194	8.0097
chr2	179942831	chr2	180530947	+	-	10.91403	5.1040199999999984	8.009025
chr7	31217076	chr7	31815946	-	-	5.1040199999999984	10.91403	8.009025
chr11	100993218	chr11	101589696	+	+	13.06347	2.95424	8.008855
chr6	87656485	chr6	88271995	+	-	11.13605	4.88162	8.008835
chr3	130336899	chr3	130931199	+	+	3.95329	12.06406	8.008675
chr9	114026000	chr9	114640306	-	-	12.83604	3.18101	8.008525
chr11	81991390	chr11	82576140	-	-	8.4262	7.59085	8.008524999999999
chr14	61144327	chr14	61731451	+	-	7.99316	8.023760000000001	8.00846
chr4	4058353	chr4	4656772	-	+	5.96856	10.04559	8.007075
chr2	29332424	chr2	29951589	-	-	3.34853	12.66525	8.00689
chr11	118496164	chr11	119110487	+	+	9.19394	6.81975	8.006845
chr18	62845226	chr18	63459040	+	-	9.87459	6.13897	8.00678
chr8	109609398	chr8	110209251	+	-	6.13897	9.87459	8.00678
chr13	94625759	chr13	95221363	+	+	6.13897	9.87459	8.00678
chr8	121374462	chr8	121960897	-	+	12.99206	3.02085	8.006455
chr8	26841867	chr8	27455739	+	+	6.56642	9.44632	8.00637
chr4	138734016	chr4	139345889	+	+	10.39431	5.61747	8.00589
chr11	62417356	chr11	63026751	+	+	3.02085	12.99	8.005425
chr7	16641999	chr7	17233044	+	+	11.39952	4.60985	8.004685
chr19	4981958	chr19	5589360	+	-	13.410470000000002	2.59858	8.004525000000001
chr4	108820359	chr4	109416783	-	+	8.75371	7.25515	8.00443
chr7	104119097	chr7	104710186	+	-	12.66032	3.34853	8.004425
chr14	58026371	chr14	58637940	-	-	8.120439999999999	7.888039999999997	8.004239999999998
chr5	30503210	chr5	31108682	+	+	4.60985	11.39861	8.00423
chr17	31604707	chr17	32212296	+	+	7.259589999999997	8.74777	8.003679999999997
chr4	52809024	chr4	53397714	-	+	2.78401	13.2215	8.002755
chr11	120610950	chr11	121193958	-	+	11.71986	4.2841	8.00198
chr5	104088785	chr5	104671844	-	+	11.8446	4.1577199999999985	8.001159999999999
chr4	123760364	chr4	124352484	-	-	4.1577199999999985	11.8446	8.001159999999999
chr17	35225362	chr17	35842973	-	+	7.649539999999999	8.352039999999999	8.000789999999999
chr7	51777280	chr7	52382898	+	+	10.89601	5.10555	8.00078
chr4	133943390	chr4	134540675	-	+	5.1040199999999984	10.89601	8.000015
chr3	107076951	chr3	107664600	-	-	11.58602	4.41378	7.9999
chr15	98445668	chr15	99045537	+	+	3.00813	12.9914	7.999765
chr3	95298415	chr3	95895263	+	+	10.81759	5.1816	7.999594999999999
chr7	108136740	chr7	108720323	+	+	12.22668	3.7717	7.9991900000000005
chr1	89438364	chr1	90041066	-	-	10.41694	5.58089	7.998915
chr17	30816753	chr17	31431499	-	-	5.55393	10.44378	7.998855000000001
chr18	64502513	chr18	65095886	-	-	8.4262	7.57148	7.9988399999999995
chr3	97136302	chr3	97733037	-	+	7.57148	8.4262	7.9988399999999995
chr7	148145265	chr7	148752155	+	+	9.55209	6.44422	7.998155
chr4	128619786	chr4	129226718	-	+	4.91528	11.08043	7.9978549999999995
chr2	131944921	chr2	132527351	-	-	3.3526199999999995	12.64288	7.99775
chr5	92505493	chr5	93115635	+	-	7.03545	8.95887	7.997159999999999
chr18	22689016	chr18	23286189	+	-	13.39413	2.59858	7.996355
chr4	10839954	chr4	11444055	+	-	11.31509	4.67744	7.996264999999999
chr6	124695587	chr6	125314709	+	-	10.44378	5.54865	7.996215
chr5	149542867	chr5	150138640	-	-	3.90662	12.08341	7.995015
chr4	122897156	chr4	123489963	+	+	12.08341	3.90662	7.995015
chr1	190847326	chr1	191452488	+	-	6.11334	9.87459	7.993964999999999
chr7	17592867	chr7	18188486	+	+	12.6393	3.34853	7.993915
chr19	56431111	chr19	57024209	+	+	12.6393	3.34853	7.993915
chr7	29715840	chr7	30308924	+	-	4.03538	11.95241	7.993895
chr1	60773587	chr1	61355015	+	+	2.51446	13.47216	7.99331
chr11	51331805	chr11	51934114	-	-	7.25515	8.72947	7.99231
chr11	107129030	chr11	107725545	+	+	6.05014	9.93418	7.99216
chr9	44318362	chr9	44930023	-	+	5.6675	10.31626	7.99188
chr6	142680244	chr6	143269099	-	+	8.6103	7.37292	7.99161
chr2	157294351	chr2	157903139	-	-	12.43886	3.54391	7.991385
chr11	53217905	chr11	53816378	-	+	3.31746	12.66525	7.991355
chr9	78000138	chr9	78617163	-	+	4.84619	11.13605	7.99112
chr10	69244056	chr10	69825992	-	+	9.74405	6.2365900000000005	7.9903200000000005
chr17	30785915	chr17	31396972	-	-	9.69237	6.28616	7.989265
chr3	116082539	chr3	116669714	-	-	3.63801	12.3405	7.989255
chr3	95742950	chr3	96355343	+	+	9.94645	6.032030000000002	7.989240000000001
chr11	69476214	chr11	70068613	+	+	6.10346	9.87459	7.989025
chr10	33753923	chr10	34358251	+	+	9.28004	6.6970600000000005	7.98855
chrX	132239092	chrX	132839007	-	-	6.6970600000000005	9.28004	7.98855
chr5	120929758	chr5	121544971	+	-	9.2197	6.7563	7.9879999999999995
chr4	150799442	chr4	151380431	-	+	8.47133	7.50448	7.987905
chr7	124774387	chr7	125380663	-	-	5.58089	10.39431	7.9876000000000005
chr3	103296335	chr3	103898772	-	+	5.58089	10.39431	7.9876000000000005
chr11	115301414	chr11	115882172	-	-	6.4954199999999975	9.47947	7.987444999999998
chr5	114806835	chr5	115414278	-	-	12.954	3.02085	7.987425
chr4	101058052	chr4	101671338	+	-	4.67744	11.29729	7.9873650000000005
chr15	74438298	chr15	75019769	+	-	4.67744	11.29729	7.9873650000000005
chr4	106511661	chr4	107121289	+	+	12.187999999999999	3.78574	7.98687
chr15	98933999	chr15	99519388	+	-	3.81914	12.15324	7.986190000000001
chr15	83327923	chr15	83946345	+	+	9.19394	6.77837	7.986155
chr5	117344768	chr5	117954638	+	+	4.46471	11.50753	7.98612
chr6	30418763	chr6	31025935	-	+	4.19077	11.78132	7.986044999999999
chr13	58025596	chr13	58644725	+	-	2.59858	13.372929999999998	7.985754999999999
chr5	36324838	chr5	36940392	+	+	13.372929999999998	2.5980000000000003	7.985465
chr4	46678577	chr4	47264009	-	+	3.90662	12.06406	7.98534
chr11	97219163	chr11	97808952	+	-	12.06406	3.90662	7.98534
chr17	84820618	chr17	85403114	-	+	12.06406	3.90662	7.98534
chr2	156133157	chr2	156730889	-	+	9.093	6.877510000000001	7.985255
chr11	23161703	chr11	23755586	-	+	4.83336	11.13605	7.984705
chr7	107272916	chr7	107877939	-	-	12.06406	3.90529	7.984674999999999
chr11	106876378	chr11	107490988	-	+	12.8066	3.15982	7.98321
chr17	71418704	chr17	72021393	+	-	3.78574	12.18066	7.9832
chr11	107112975	chr11	107725545	-	+	6.032030000000002	9.93418	7.983105
chr12	80704282	chr12	81298559	+	-	3.7717	12.19386	7.98278
chr5	73712101	chr5	74329232	+	+	3.24802	12.71692	7.98247
chr9	100300972	chr9	100902676	-	-	5.266369999999998	10.69835	7.982359999999999
chr5	137415326	chr5	138012224	+	+	11.39952	4.56419	7.981855
chr1	171278066	chr1	171880949	-	+	7.18783	8.775360000000001	7.981595
chr2	166502574	chr2	167104841	+	-	4.56419	11.39861	7.9814
chr3	150885607	chr3	151481402	-	+	6.877510000000001	9.08383	7.980670000000001
chr4	113969201	chr4	114570651	-	-	6.6970600000000005	9.26288	7.97997
chr3	89104643	chr3	89721497	-	+	6.705239999999999	9.25465	7.979944999999999
chr13	24034916	chr13	24620203	+	-	6.679710000000001	9.28004	7.979875
chr5	135002390	chr5	135610624	-	-	9.95238	6.00627	7.979324999999999
chr17	35466832	chr17	36053296	-	+	11.98216	3.97626	7.97921
chr17	26588634	chr17	27184893	-	+	8.144969999999999	7.813239999999999	7.979104999999999
chr17	26599760	chr17	27214249	+	+	10.24124	5.71687	7.979055
chr17	47070691	chr17	47653382	+	-	8.91157	7.0460699999999985	7.978819999999999
chr8	95954710	chr8	96562505	-	-	11.78132	4.1760199999999985	7.978669999999999
chr2	163747723	chr2	164356882	-	-	3.34853	12.60876	7.978645
chr16	91705010	chr16	92287046	+	-	3.34853	12.60876	7.978645
chr7	56694704	chr7	57279871	-	-	12.60876	3.34853	7.978645
chr2	79614816	chr2	80221570	-	+	12.60876	3.34853	7.978645
chr5	150900405	chr5	151487451	+	-	12.60876	3.34853	7.978645
chr5	64800394	chr5	65411370	-	-	8.31545	7.64168	7.978565
chr11	69888351	chr11	70483614	+	+	8.91718	7.03912	7.978149999999999
chr11	58728413	chr11	59327236	+	+	11.49017	4.46471	7.9774400000000005
chr8	63957097	chr8	64559187	+	+	4.23398	11.71986	7.97692
chr5	127476145	chr5	128094593	-	-	11.35722	4.59446	7.97584
chr7	89423075	chr7	90014632	-	+	7.0218300000000005	8.92942	7.975625000000001
chr1	90342171	chr1	90954775	+	-	9.19394	6.7563	7.97512
chr17	26677738	chr17	27262281	+	-	3.24802	12.70194	7.97498
chr2	23444517	chr2	24038416	-	+	12.70194	3.24802	7.97498
chr17	86615326	chr17	87202232	-	-	12.15324	3.79543	7.974335
chr7	87725461	chr7	88338016	-	-	7.27602	8.672080000000001	7.97405
chr2	93585171	chr2	94205083	-	-	11.7704	4.1760199999999985	7.97321
chr4	57332066	chr4	57917269	-	-	3.25799	12.68758	7.972785
chr8	26337086	chr8	26924303	-	-	7.53851	8.40584	7.972175
chr6	53599986	chr6	54203369	-	-	4.46471	11.47924	7.9719750000000005
chr6	41005752	chr6	41612562	+	+	11.47924	4.46471	7.9719750000000005
chr11	106220867	chr11	106835965	-	-	3.41264	12.52806	7.97035
chr7	108522867	chr7	109117094	-	-	12.187999999999999	3.75224	7.97012
chr11	112641257	chr11	113258908	-	-	13.34148	2.59858	7.97003
chr7	74500951	chr7	75106963	+	-	3.92365	12.01575	7.9697000000000005
chr2	127132012	chr2	127715320	+	+	6.6970600000000005	9.24209	7.969575
chr14	48153756	chr14	48757968	-	+	10.25089	5.68785	7.96937
chr17	36414350	chr17	37029469	-	+	3.71202	12.22668	7.96935
chr19	4382524	chr19	5002335	-	-	3.71202	12.22668	7.96935
chr19	58147109	chr19	58736785	+	-	10.91403	5.0228	7.968415
chr7	36051897	chr7	36669806	-	-	10.91403	5.0228	7.968415
chr8	108530536	chr8	109120015	-	+	11.04723	4.88876	7.967995
chr9	115006652	chr9	115619333	+	+	2.23235	13.70325	7.9678
chr2	90315079	chr2	90904558	+	+	12.68758	3.24802	7.9678
chr5	92746653	chr5	93350979	+	-	6.392	9.54302	7.967510000000001
chr9	57493509	chr9	58083443	-	-	12.04555	3.88775	7.9666500000000005
chr12	87506672	chr12	88108991	-	+	3.24492	12.68758	7.9662500000000005
chr14	70073485	chr14	70675858	+	-	12.68758	3.24492	7.9662500000000005
chr5	121682959	chr5	122293017	-	-	2.2925	13.6395	7.966
chr5	127962029	chr5	128579975	-	-	10.3632	5.56803	7.965615000000001
chr4	109376358	chr4	109968606	-	+	11.46251	4.46471	7.96361
chr4	124327747	chr4	124943012	-	+	4.46471	11.46251	7.96361
chr1	181809853	chr1	182414347	+	-	4.46471	11.46251	7.96361
chr15	63947350	chr15	64539018	-	+	12.99289	2.9335400000000003	7.963215
chr5	150653764	chr5	151255013	-	+	12.06406	3.86201	7.963035
chr2	30031616	chr2	30631679	+	-	7.54432	8.38155	7.962935
chr9	96185540	chr9	96786368	+	-	7.813239999999999	8.1123	7.962769999999999
chr7	51181560	chr7	51777280	-	+	5.02893	10.89601	7.96247
chr12	85328966	chr12	85947007	+	-	10.89601	5.02893	7.96247
chr9	57846360	chr9	58463543	-	-	12.57232	3.3526199999999995	7.96247
chr4	117228319	chr4	117843832	+	-	3.3526199999999995	12.57232	7.96247
chr17	26413850	chr17	26997283	+	+	13.692570000000002	2.23235	7.962460000000001
chr12	52926579	chr12	53509500	-	+	10.20805	5.71687	7.96246
chr1	182360479	chr1	182969904	+	-	3.11829	12.8066	7.962445
chr8	122181171	chr8	122768654	+	-	6.13897	9.78355	7.961259999999999
chr7	134319324	chr7	134917693	-	+	3.90662	12.01575	7.961185
chr14	61418727	chr14	62001406	+	-	12.57232	3.34853	7.960425
chr15	27119652	chr15	27701987	-	+	12.57232	3.34853	7.960425
chr10	69174757	chr10	69781602	+	+	3.34853	12.57232	7.960425
