chrom	start	end	strand	fc_P	fc_E	fc_A	PE_diff
chr2	92022200	92023877	+	25.241	0.6816409999999999	8.4	24.559359
chr7	13534400	13536100	-	25.8255	1.28313	3.9	24.542370000000002
chr1	194978987	194987700	+	27.7557	3.2151400000000003	10.34	24.54056
chr18	52624500	52628300	+	25.8125	1.27206	4.46	24.54044
chr9	78434400	78436600	-	25.7405	1.21852	5.66	24.52198
chr11	22412304	22413600	+	24.8972	0.397201	19.32	24.499999000000003
chr7	25378000	25381300	+	27.0556	2.57658	6.08	24.47902
chrX	99381000	99385300	-	25.2126	0.735483	6.65	24.477117
chr15	76501300	76503700	+	26.3266	1.8574	7.15	24.4692
chr5	137786200	137800400	+	26.7552	2.2866	18.24	24.4686
chr2	75670157	75673000	+	25.4121	0.944698	2.81	24.467402
chr10	79208000	79210200	-	27.0988	2.64088	6.51	24.45792
chr5	20387947	20390600	+	25.7547	1.29898	8.76	24.45572
chr14	56339200	56346500	-	28.17	3.71972	26.76	24.450280000000003
chr6	120861400	120868200	-	26.3983	1.97524	6.85	24.42306
chr9	62979100	62983800	+	26.9836	2.56565	22.18	24.417949999999998
chrX	149932389	149935100	+	26.1415	1.7391	6.33	24.4024
chr18	80341000	80348501	-	25.898000000000003	1.50835	2.81	24.389650000000003
chr18	80341000	80348870	-	25.898000000000003	1.50835	4.49	24.389650000000003
chr7	63096700	63099700	+	25.4544	1.06823	6.13	24.38617
chr6	28429000	28430373	+	25.4391	1.05746	7.15	24.38164
chr8	46711200	46716500	+	27.3411	2.96285	16.87	24.37825
chr12	101121943	101124300	+	25.7405	1.36344	5.97	24.37706
chr4	120622400	120625800	-	25.9986	1.62634	10.32	24.37226
chr14	15178054	15179500	+	25.2973	0.939622	3.82	24.357678
chr10	44785900	44793200	+	27.4417	3.08623	9.63	24.35547
chr16	42876018	42878400	+	25.0697	0.729945	18.53	24.339755
chr19	9039600	9041701	+	27.0684	2.73226	19.55	24.33614
chr14	122932400	122940300	+	26.2689	1.95908	11.45	24.30982
chr12	80289800	80293600	-	26.4841	2.18461	8.7	24.299490000000002
chr1	196917600	196919400	-	26.0972	1.82509	9.82	24.27211
chr6	40275116	40276300	+	24.8264	0.558266	2.14	24.268134
chr16	62844500	62847195	-	25.2256	0.977004	4.37	24.248596
chr17	81461500	81464778	-	25.8842	1.65326	6.63	24.23094
chr15	98556800	98565400	-	26.7127	2.49074	6.38	24.221960000000003
chr3	145600300	145605500	+	27.3846	3.16684	2.08	24.21776
chr7	112780700	112783000	-	26.312	2.1203	4.3	24.1917
chr8	27086100	27088700	-	26.2122	2.03431	6.1	24.177889999999998
chr8	70799000	70806800	+	26.6556	2.48551	10.99	24.17009
chr8	73153200	73163700	-	28.055	3.89171	29.57	24.16329
chr10	62798900	62801890	-	25.8842	1.72833	7.55	24.15587
chr11	97545700	97549500	+	25.9836	1.83586	11.82	24.14774
chr9	58088500	58098500	-	26.4559	2.3349	20.9	24.121
chr9	14079808	14082600	+	25.1402	1.0199200000000002	8.41	24.12028
chr9	50334700	50337167	-	26.454	2.34552	10.33	24.10848
chr12	87422900	87424600	+	25.1975	1.08961	5.8	24.10789
chr4	62999300	63010500	+	26.7265	2.6514900000000003	25.3	24.075010000000002
chr17	88996100	89005600	+	25.8692	1.79817	8.53	24.07103
chr9	64808000	64810100	+	26.3547	2.29721	7.79	24.05749
chr17	27976167	27978100	+	24.7976	0.740714	11.79	24.056886
chr2	163483741	163489800	+	25.9557	1.94308	10.39	24.012620000000002
chr11	100869600	100872300	+	25.44	1.42789	5.4	24.01211
chrX	72372200	72377000	-	25.0264	1.02515	3.31	24.00125
chr11	103121800	103129700	-	26.426	2.44766	3.51	23.97834
chr9	88415200	88418121	-	25.3119	1.3419	4.81	23.970000000000002
chr6	57774100	57775800	-	24.8691	0.907317	3.42	23.961783
chr11	69692000	69695500	-	25.5682	1.61049	8.65	23.957710000000002
chr13	18808795	18813600	+	25.6129	1.6694099999999998	3.87	23.94349
chr8	37308200	37311573	-	25.4552	1.51896	2.34	23.93624
chr5	89192900	89196000	+	25.0975	1.1808299999999998	2.23	23.91667
chr9	21313000	21315800	-	25.9108	2.00754	12.78	23.90326
chr2	142725900	142728600	-	27.0273	3.1453	1.59	23.882
chrX	101677785	101679400	+	24.5549	0.708562	1.98	23.846338
chr14	31437500	31440400	-	24.9262	1.08976	4.53	23.836440000000003
chr2	113687600	113689800	-	25.5554	1.73925	6.13	23.81615
chr7	56043500	56046100	+	25.3546	1.56204	4.01	23.79256
chr4	116135300	116138100	-	25.3127	1.54604	4.69	23.766659999999998
chr7	82753200	82768800	+	26.5548	2.79656	24.56	23.75824
chr2	131733500	131737000	+	25.0542	1.29898	9.59	23.75522
chr13	54604883	54607100	+	25.8696	2.11476	11.14	23.754839999999998
chr12	31052000	31058197	-	26.2695	2.51735	21.4	23.75215
chr15	102006900	102033300	-	27.7701	4.02031	19.79	23.749789999999997
chr17	26275249	26278700	+	26.2845	2.5388900000000003	2.62	23.74561
chr7	19893100	19895200	-	24.8817	1.1540700000000002	8.51	23.727629999999998
chr16	55838000	55839700	-	24.9258	1.2023700000000002	13.1	23.72343
chr11	20723600	20732000	-	26.6989	2.97885	5.13	23.720049999999997
chr11	97744400	97745609	-	24.5401	0.8213229999999999	10.39	23.718777
chr4	99768044	99770700	+	24.7974	1.07915	9.42	23.71825
chr4	108077700	108080300	-	25.9541	2.23845	12.94	23.71565
chr1	135202900	135209100	+	26.755	3.04869	26.32	23.70631
chr4	98061700	98063427	+	24.6832	0.998387	2.16	23.684813
chr16	10411300	10413400	+	24.5253	0.853474	3.83	23.671826000000003
chr13	93614300	93617200	+	25.4839	1.86248	4.86	23.621419999999997
chr12	71925000	71928500	+	26.1835	2.58181	14.55	23.601689999999998
chrX	136990812	136993300	+	24.7697	1.1700700000000002	1.33	23.59963
chr6	97153500	97155783	-	25.0266	1.42774	3.58	23.59886
chr8	113579863	113582000	+	25.4121	1.81433	5.58	23.597769999999997
chr14	121434319	121439600	+	25.9271	2.32952	6.13	23.59758
chr3	14578429	14580200	+	25.5263	1.93232	3.51	23.59398
chr5	108875600	108884700	-	25.9545	2.36198	15.74	23.59252
chr3	83644700	83646007	-	25.0402	1.4602	4.89	23.58
chr3	27213100	27216900	+	24.5114	0.93393	7.08	23.577469999999998
chr17	28938345	28939700	+	25.2408	1.69633	2.97	23.54447
chr17	28937690	28939700	+	25.2408	1.69633	7.96	23.54447
chrX	98727777	98729700	+	24.4688	0.928546	3.71	23.540254
chr5	90651200	90654300	-	25.0105	1.48681	6.75	23.523690000000002
chr10	93620300	93624435	+	25.1841	1.6908	10.24	23.4933
chr5	74488200	74493100	+	24.8106	1.34728	15.07	23.46332
chrX	34184000	34186100	-	24.3121	0.864243	10.38	23.447857000000003
chr7	16805800	16808200	-	24.5393	1.11115	8.71	23.428150000000002
chr18	89061200	89063740	-	25.0268	1.61019	2.7	23.416610000000002
chr10	18563500	18567900	+	25.9128	2.50135	1.85	23.411450000000002
chr10	18563500	18567900	+	25.9128	2.50135	15.69	23.411450000000002
chr7	148306000	148310000	+	26.0254	2.63026	6.09	23.39514
chr11	75252355	75258900	-	27.184	3.78941	37.69	23.39459
chr7	134170324	134172200	-	26.0547	2.66226	15.1	23.39244
chr6	142705183	142712900	+	25.0697	1.68541	6.27	23.38429
chrX	45864000	45867469	-	24.0402	0.6816409999999999	4.86	23.358559
chrX	45864000	45866997	-	24.0402	0.6816409999999999	9.76	23.358559
chr7	127986013	127989000	+	25.154	1.79817	5.85	23.35583
chr4	59449800	59454400	-	26.5693	3.22053	25.57	23.34877
chr12	66272800	66274900	-	24.4115	1.06823	7.72	23.34327
chr11	121295400	121302200	+	26.7408	3.39759	7.39	23.34321
chr1	36526100	36536100	+	26.9411	3.61234	2.63	23.32876
chr4	104548324	104550200	-	25.5991	2.28121	13.52	23.31789
chr7	132633000	132637100	-	24.4108	1.10038	9.33	23.310419999999997
chr6	100783706	100785500	+	24.7553	1.44928	3.29	23.306019999999997
chr5	130619500	130622100	+	26.1388	2.84486	6.54	23.29394
chr15	76404100	76410700	+	27.5847	4.32091	27.26	23.26379
chr5	35290800	35293000	+	24.3257	1.063	11.06	23.262700000000002
chr9	86360697	86364100	+	24.6405	1.37943	15.38	23.26107
chrX	12249200	12252100	-	24.1398	0.901779	9.96	23.238021
chr2	181413900	181416000	+	25.1689	1.94308	4.47	23.225820000000002
chr2	30995400	30999400	-	24.3401	1.13253	5.4	23.20757
chr19	47518200	47539314	-	28.6137	5.41021	18.24	23.203490000000002
chr11	100631100	100633000	-	24.6112	1.41174	9.29	23.199460000000002
chr10	77804900	77815138	-	27.8426	4.6750300000000005	11.89	23.16757
chr3	85689400	85691593	-	24.6825	1.51912	12.78	23.16338
chrX	20264795	20269200	+	24.4267	1.27744	13.62	23.14926
chr19	18786400	18790300	+	24.4117	1.2776	9.54	23.1341
chr19	21545000	21548200	-	24.368	1.24006	13.61	23.12794
chr11	69904000	69911900	+	27.4699	4.3475199999999985	46.78	23.12238
chr7	148400600	148403900	+	26.0687	2.9683900000000003	18.54	23.10031
chr7	148400600	148403900	+	26.0687	2.9683900000000003	6.31	23.10031
chr10	61177500	61186300	+	26.455	3.35483	11.21	23.10017
chr9	99333300	99338300	-	25.0402	1.94862	9.36	23.09158
chr1	36364225	36367100	+	25.4117	2.32429	4.44	23.08741
chr8	97659200	97670900	-	28.5693	5.49636	21.39	23.07294
chr7	108525600	108534600	+	26.2555	3.18315	28.37	23.07235
chrX	73008900	73010390	-	23.9546	0.8910100000000001	3.9	23.063589999999998
chr4	140170000	140177100	-	25.8688	2.80733	45.58	23.06147
chr2	84899900	84913200	+	26.6262	3.59619	15.07	23.03001
chr2	119176000	119183100	+	27.198	4.18138	9.33	23.01662
chr9	32502000	32504321	+	24.1542	1.1540700000000002	10.44	23.00013
chr3	129426800	129428660	-	23.9818	0.982388	8.43	22.999412
chr16	58522000	58524086	-	23.9113	0.982388	3.59	22.928912
chr17	35809300	35811400	-	24.4119	1.48681	2.71	22.92509
chr10	85378200	85380600	-	25.0987	2.17922	3.16	22.91948
chr2	129417100	129427300	+	23.9975	1.08423	6.62	22.913269999999997
chr2	130488800	130490722	-	24.6383	1.76618	13.39	22.872120000000002
chr7	27962800	27967100	-	25.7822	2.91993	12.34	22.86227
chr7	53067900	53070700	-	24.8407	1.98062	5.97	22.860079999999996
chr10	6803600	6806387	-	24.1674	1.32036	20.43	22.84704
chr14	121308500	121312300	+	24.8986	2.08277	5.1	22.81583
chr2	26261200	26268700	-	26.5693	3.77864	7.52	22.79066
chr6	145195500	145198718	-	24.9266	2.1363	5.94	22.790300000000002
chr5	124379700	124381800	+	24.9114	2.13092	18.19	22.78048
chr1	9787444	9791000	+	24.4119	1.6424900000000002	6.83	22.76941
chr12	112216100	112218200	-	25.2835	2.5175	14.34	22.766
chr12	55296900	55305171	-	24.4677	1.7067900000000005	5.57	22.76091
chr14	67677300	67692200	-	25.6832	2.92532	18.69	22.75788
chr3	108456478	108459000	+	23.9977	1.25606	8.7	22.741639999999997
chr5	65497800	65504900	+	24.04	1.32052	3.44	22.71948
chr5	65497800	65504900	+	24.04	1.32052	3.17	22.71948
chr19	6126300	6128592	-	23.8827	1.1756	10.9	22.7071
chr11	31772100	31773626	+	23.6687	0.966235	11.23	22.702465
chr12	114336434	114349500	+	27.5709	4.87363	4.58	22.697270000000003
chr5	137950700	137958100	-	24.4551	1.77125	2.46	22.683850000000003
chr14	27783500	27785100	-	23.5541	0.874857	3.64	22.679243
chr7	3286200	3304300	+	25.2973	2.61934	7.56	22.67796
chr11	76306500	76308782	-	25.2254	2.57119	5.49	22.65421
chr5	141179400	141182600	+	24.6671	2.01831	7.55	22.64879
chr5	141179400	141182600	+	24.6671	2.01831	17.01	22.64879
chr2	150734916	150736600	+	23.4681	0.858859	7.65	22.609241
chr18	65183000	65186197	+	24.3111	1.70187	24.46	22.60923
chr7	134402700	134405700	-	24.4537	1.84663	4.39	22.60707
chrX	34648800	34650669	-	23.111	0.515346	4.61	22.595654
chr7	87328200	87334500	+	25.0971	2.50674	17.55	22.59036
chr4	34723900	34725972	-	23.968000000000004	1.37943	3.73	22.588570000000004
chr10	68613200	68619800	+	24.2678	1.68003	11.15	22.587770000000003
chr1	173039000	173043900	+	25.2256	2.64088	10.2	22.58472
chr8	11727823	11731600	+	25.6842	3.1025400000000003	15.69	22.58166
chr16	46497118	46499400	-	24.6112	2.03446	9.71	22.57674
chr16	46496263	46499400	-	24.6112	2.03446	11.76	22.57674
chr10	116381800	116387355	-	25.2554	2.70518	12.61	22.550220000000003
chr7	152123600	152129900	-	24.7976	2.2546	5.8	22.543
chr8	72293900	72299600	-	24.6397	2.10938	11.4	22.530320000000003
chr12	106230100	106249300	-	28.2844	5.7648	12.25	22.5196
chr14	62055800	62061700	-	24.054	1.53512	5.2	22.51888
chr11	100830900	100832100	-	23.5675	1.063	3.07	22.5045
chr9	96095900	96098900	+	23.8396	1.3365200000000002	11.69	22.50308
chr12	85327500	85330000	+	23.6394	1.15422	9.31	22.48518
chr7	87483400	87486400	-	24.6964	2.22229	6.23	22.47411
chr6	56781749	56783600	+	24.254	1.80356	2.36	22.45044
chr10	11062500	11064400	+	23.0399	0.595801	12.29	22.444098999999998
chr1	154471414	154472900	-	23.0255	0.590571	8.62	22.434929
chr7	31092800	31101100	+	24.6677	2.25983	4.79	22.40787
chr13	67581800	67586100	-	23.4964	1.08961	9.35	22.40679
chr1	34177100	34181700	+	25.3688	2.96285	5.16	22.40595
chr8	122300500	122303200	-	25.0675	2.67303	8.7	22.39447
chr12	99971600	99977000	-	24.8407	2.47997	5.4	22.360729999999997
chr17	66472501	66474200	+	23.711	1.37405	9.38	22.336949999999998
chr19	5271800	5275100	-	23.8111	1.48681	7.02	22.32429
chr1	38173900	38186906	-	24.3265	2.00739	10.65	22.31911
chr5	143862300	143875061	-	23.4106	1.10576	2.62	22.30484
chr6	34657300	34660848	+	24.2966	1.99677	28.98	22.29983
chr3	10349900	10351655	-	24.1828	1.89478	5.57	22.28802
chr1	90597687	90599408	-	23.2249	0.939622	3.68	22.285278
chr8	26207700	26213700	-	23.3972	1.1273	7.83	22.2699
chr5	76725400	76734192	-	23.3261	1.07884	15.52	22.24726
chr9	103189989	103193200	-	23.6394	1.39559	28.04	22.24381
chr17	25251500	25253900	-	24.696	2.45289	8.49	22.24311
chr5	100926300	100929300	-	23.6683	1.4331200000000002	1.89	22.23518
chr1	58170451	58176300	+	24.5123	2.28121	9.61	22.23109
chr16	72662727	72664800	+	23.4968	1.2776	2.26	22.2192
chr2	151798600	151806700	-	24.8829	2.67318	2.99	22.20972
chr14	25063300	25065055	-	23.7829	1.58357	1.82	22.199330000000003
chr5	136108201	136110500	+	23.3815	1.19699	4.36	22.18451
chr13	103693900	103697200	-	23.4545	1.2936	6.21	22.160899999999998
chr2	167906155	167908100	+	24.0971	1.94847	3.75	22.14863
chr16	42905700	42908030	+	23.0828	0.939314	10.93	22.143486
chr15	89138700	89146800	-	25.4115	3.2848300000000004	4.56	22.12667
chr11	100930500	100932700	+	23.7817	1.65864	4.69	22.123060000000002
chr12	46170500	46176186	-	23.5256	1.42235	16.49	22.10325
chr5	134657500	134661300	+	24.7825	2.6838	24.31	22.098699999999997
chr7	107730600	107732019	-	23.2537	1.16484	9.57	22.088859999999997
chr18	3275400	3282800	-	23.5829	1.50819	19.19	22.07471
chr7	16856600	16860400	-	23.9095	1.84125	9.25	22.068250000000003
chr7	147286800	147290700	-	24.8537	2.78579	13.52	22.06791
chr9	122202000	122203869	-	23.4815	1.43851	4.27	22.04299
chr6	122543900	122553345	-	25.9695	3.92894	19.18	22.04056
chr4	129171800	129181100	-	23.282	1.24529	15.35	22.03671
chr1	10980400	10984600	+	22.7822	0.7460979999999999	8.16	22.036102
chr11	100435500	100441200	+	23.0255	0.998541	5.24	22.026959
chr14	19721300	19727400	-	23.6683	1.66388	2.13	22.00442
chr10	76878700	76882000	-	23.9115	1.91093	4.41	22.00057
chr7	52715700	52723100	-	24.3541	2.3618200000000003	6.62	21.992279999999997
chr5	91830600	91832600	-	23.3104	1.32067	6.31	21.98973
chr9	121612600	121615900	-	24.95300000000001	2.9683900000000003	22.23	21.98461000000001
chr15	102180100	102182000	-	23.3964	1.4171200000000002	4.5	21.97928
chr9	20348000	20350200	+	22.8389	0.880396	14.67	21.958503999999998
chrX	7274137	7276200	+	22.7111	0.756866	2.46	21.954234
chr4	140255000	140258012	+	25.0122	3.07562	10.78	21.93658
chr7	26464600	26475500	+	23.5254	1.58896	4.17	21.93644
chr2	93688900	93690189	-	23.1104	1.1756	2.43	21.9348
chr11	53671100	53673700	-	23.9117	1.99154	4.91	21.92016
chr11	118894900	118909700	-	25.5686	3.66603	3.74	21.90257
chr11	118894900	118909700	-	25.5686	3.66603	8.99	21.90257
chr11	80592300	80598600	-	25.5257	3.63373	2.96	21.89197
chr12	113902300	113914200	-	24.5545	2.69995	15.06	21.85455
chr12	25389500	25395700	+	24.5822	2.75379	4.49	21.82841
chr2	124434000	124436516	+	23.0253	1.19699	11.88	21.828310000000002
chrX	12164547	12166500	+	22.568	0.7460979999999999	3.49	21.821902
chr8	126177000	126186600	+	24.5255	2.70518	15.11	21.820320000000002
chr10	127610300	127613791	-	22.9544	1.14868	2.32	21.80572
chr7	77509500	77511600	-	22.8542	1.05223	7.61	21.801969999999997
chr5	38947500	38954000	-	23.0682	1.27237	6.6	21.795830000000002
chr3	159502000	159503942	+	22.9115	1.11653	3.09	21.79497
chr7	52207000	52209000	+	22.8674	1.0953	6.55	21.772100000000002
chr4	45860700	45867400	+	25.7115	3.9557	24.07	21.7558
chr12	99984841	99987300	+	22.954	1.23452	5.82	21.71948
chr17	35969900	35975057	-	25.9559	4.24584	7.1	21.71006
chr5	93467700	93475600	-	24.3544	2.69995	5.95	21.654449999999997
chr7	51628400	51630700	-	22.853	1.20253	4.64	21.650470000000002
chr7	87513400	87516900	-	23.325	1.6748	6.63	21.650199999999998
chr2	84886900	84892700	+	23.3964	1.77141	3.92	21.62499
chr8	46441000	46444429	-	24.483	2.87163	6.63	21.61137
chr1	174131900	174137800	-	23.8969	2.29198	5.49	21.60492
chr11	51431500	51436700	+	22.5967	0.998541	5.13	21.598159
chr11	51431500	51436700	+	22.5967	0.998541	3.09	21.598159
chr17	23734800	23737300	-	23.3673	1.78217	4.16	21.58513
chr8	87431600	87434500	+	22.8383	1.28821	5.04	21.55009
chr6	90268300	90276200	-	26.4264	4.88994	30.15	21.53646
chr3	94584700	94591900	-	25.24	3.73587	7.19	21.50413
chr11	89850300	89868300	-	25.3406	3.8431	10.57	21.4975
chr2	153269300	153272600	-	22.7684	1.27221	1.97	21.49619
chr2	153269300	153272600	-	22.7684	1.27221	1.94	21.49619
chr8	124469000	124474736	+	24.5515	3.08115	12.85	21.47035
chr19	6996247	6997900	-	24.2367	2.77518	18.32	21.46152
chr2	180457600	180462500	+	24.5535	3.1025400000000003	26.53	21.45096
chr11	66837800	66840100	+	23.2251	1.7766400000000002	8.32	21.44846
chr14	57427100	57430430	-	22.9405	1.49758	7.33	21.44292
chr5	76612300	76614600	+	22.5823	1.15945	3.43	21.42285
chr6	7794475	7808200	+	24.6984	3.27945	8.48	21.41895
chr19	47991800	47994448	-	22.125	0.713946	5.54	21.411054
chr9	108710200	108712700	+	22.6532	1.26698	2.84	21.386219999999998
chr11	6446847	6450600	+	23.6402	2.25445	7.82	21.38575
chr15	10398500	10400220	-	22.354	0.982234	6.08	21.371766
chr17	31194000	31196111	+	22.2821	0.917931	9.1	21.364169
chr5	73727600	73732500	-	23.2685	1.92693	8.25	21.34157
chr9	121205900	121213300	+	23.5976	2.26521	7.07	21.33239
chr4	32701509	32704500	+	22.3541	1.0359200000000002	2.3	21.318179999999998
chr17	34160400	34168000	-	25.2256	3.90755	14.04	21.31805
chr14	63168400	63177300	+	23.1106	1.79833	13.13	21.31227
chr6	54630800	54632900	+	23.3108	2.00216	2.34	21.30864
chr4	149109200	149113100	-	24.4675	3.16699	7.62	21.300510000000003
chr12	74684500	74686788	+	21.9393	0.64426	6.04	21.29504
chr3	10011878	10014900	+	23.4677	2.17953	4.88	21.28817
chr7	49756000	49761280	-	22.4963	1.21299	4.23	21.28331
chr19	4230700	4233100	+	23.3384	2.05615	16.75	21.28225
chr17	25357200	25368300	+	24.6982	3.4191300000000004	9.94	21.27907
chr6	124700900	124709500	-	24.7124	3.44051	7.21	21.27189
chr14	47405500	47409100	-	22.8255	1.56188	7.53	21.263620000000003
chr8	93399400	93410500	+	24.5106	3.25791	32.01	21.25269
chr2	30212600	30215500	-	23.2972	2.05046	5.04	21.24674
chr10	75241900	75260400	-	25.3548	4.12215	5.79	21.23265
chr7	30597400	30605300	+	23.5106	2.28121	5.21	21.22939
chr11	23532600	23535000	-	22.4099	1.18622	7.0	21.22368
chr3	10328900	10334700	-	23.9823	2.75902	6.4	21.22328
chr2	168566000	168568400	-	22.025	0.810555	7.11	21.214444999999998
chr19	42825100	42828700	-	23.5667	2.36167	29.3	21.20503
chr5	23899400	23901500	+	23.195	2.002	15.56	21.193
chr9	96530700	96532800	-	22.5252	1.34744	1.94	21.177760000000003
chr5	136719000	136722800	-	23.7971	2.62473	11.68	21.17237
chr10	4539600	4542900	+	23.1381	1.96985	5.46	21.16825
chr3	95428508	95433800	+	23.1238	1.95908	5.18	21.16472
chr11	94189150	94193600	+	25.984	4.81995	16.53	21.164050000000003
chr5	114595200	114613400	+	24.0971	2.94686	36.54	21.15024
chr7	134529200	134531037	-	22.096	0.971465	2.03	21.124535
chr8	13784700	13786800	+	22.8245	1.70156	10.13	21.12294
chr13	9491500	9496000	+	22.2392	1.11638	9.76	21.12282
chrX	109424701	109426600	+	21.7251	0.627953	3.63	21.097147
chr5	130384089	130386000	+	22.6816	1.61034	6.12	21.07126
chr1	37928229	37931100	+	22.8249	1.7606400000000002	5.36	21.06426
chr5	66418900	66471200	-	25.4129	4.35844	13.69	21.05446
chr7	129241500	129245664	-	23.8258	2.77487	5.11	21.05093
chr2	20439800	20444200	+	22.8391	1.8034	9.07	21.0357
chr12	37967300	37972000	+	21.9112	0.880242	18.0	21.030958000000002
chr15	63827400	63830600	-	22.982	1.96985	11.17	21.01215
chr3	108521200	108525933	-	22.3538	1.3419	2.33	21.0119
chrX	35987000	35988676	-	21.8677	0.874857	7.12	20.992843
chr1	88050100	88052600	+	22.1669	1.17545	3.45	20.991449999999997
chr16	23970600	23986900	-	24.0538	3.065	25.62	20.988799999999998
chr17	78598000	78609500	+	22.5392	1.55665	6.45	20.98255
chr17	78598000	78609500	+	22.5392	1.55665	7.15	20.98255
chrX	71267200	71270400	-	22.1112	1.13791	3.54	20.97329
chr16	92396000	92404100	-	25.2402	4.2886	15.81	20.951600000000003
chr5	64483821	64487300	+	22.1531	1.20253	3.68	20.95057
chr9	75288582	75293900	+	23.4537	2.51212	3.26	20.941580000000002
chr19	37623900	37636900	+	23.9532	3.02193	14.28	20.931269999999998
chr7	75890400	75896300	-	23.0373	2.10953	7.62	20.92777
chr15	100429000	100435400	-	22.868	1.99677	3.61	20.871229999999997
chrX	67728000	67730665	-	22.0539	1.18622	4.46	20.86768
chr10	82215300	82227900	-	26.0561	5.20099	8.15	20.85511
chr2	30117700	30126800	+	25.6832	4.87902	44.31	20.80418
chr18	32711500	32719847	-	25.0551	4.261830000000002	9.37	20.79327
chr16	17910100	17911815	-	23.6252	2.83394	3.02	20.79126
chr13	101385400	101387028	-	21.5101	0.719331	5.37	20.790769
chr4	125823000	125826744	+	22.8105	2.03446	12.06	20.776040000000002
chr17	56213100	56215400	-	23.0387	2.26506	15.01	20.77364
chr17	23963900	23968200	-	22.3675	1.59419	5.92	20.77331
chr17	23963900	23968200	-	22.3675	1.59419	8.94	20.77331
chr5	30968200	30972100	+	21.9383	1.18099	15.77	20.75731
chr9	92351964	92353242	+	21.5247	0.773173	8.51	20.751527
chr7	13006700	13008495	-	22.5961	1.85709	2.44	20.73901
chr13	35832100	35833951	+	22.1244	1.39036	4.73	20.73404
chr13	35832100	35833417	+	22.1244	1.39036	7.43	20.73404
chr8	32221500	32224300	+	22.0677	1.3365200000000002	2.78	20.73118
chr5	114579200	114582008	+	21.6088	0.896548	23.0	20.712252
chr19	9062500	9068000	+	22.5101	1.80371	4.25	20.706390000000003
chr7	29362900	29383556	-	25.8688	5.169	14.9	20.6998
chr6	124457100	124465600	+	23.3261	2.63565	7.16	20.69045
chr11	120238900	120241100	-	23.1673	2.47997	8.41	20.687330000000003
chr7	20380500	20382857	-	22.4676	1.79817	14.98	20.669430000000002
chr6	136608700	136611100	-	21.8667	1.1973	15.2	20.669400000000003
chr12	99971600	99977000	-	23.1115	2.47997	10.43	20.631529999999998
chr1	169320600	169325200	-	22.8966	2.27583	7.53	20.62077
chrX	67638100	67643100	+	21.6826	1.07346	8.65	20.60914
chr17	28313300	28315500	+	22.4536	1.84678	5.36	20.606820000000003
chr16	97577100	97587200	+	21.9956	1.39051	8.21	20.60509
chr6	70736100	70743400	-	24.082	3.4942	14.83	20.5878
chr4	135282100	135286800	+	23.4533	2.86625	8.58	20.587049999999998
chr9	94568900	94571200	+	21.382	0.79994	4.31	20.582060000000002
chr2	59719500	59722800	-	21.6814	1.10053	8.28	20.58087
chr13	55253802	55257200	+	23.5248	2.95224	25.71	20.57256
chr6	128090400	128097100	-	23.4395	2.90917	7.79	20.53033
chr11	97011177	97013700	-	21.3674	0.84286	9.15	20.52454
chr12	85736900	85744600	-	22.654	2.14722	23.77	20.50678
chr18	84259100	84262600	+	23.0533	2.5495	11.73	20.5038
chr2	4916219	4924300	-	24.2968	3.80571	32.9	20.49109
chr7	121705200	121708100	-	21.8381	1.3632799999999998	18.54	20.47482
chr5	53224300	53226600	+	23.1241	2.6514900000000003	4.59	20.47261
chr19	18744500	18748400	+	22.0395	1.57265	4.58	20.46685
chr1	121808200	121810800	-	21.81	1.36344	5.74	20.446559999999998
chr8	86217000	86224800	-	21.8247	1.37974	9.19	20.444960000000002
chrX	7751600	7753788	-	21.6531	1.21299	5.51	20.440109999999997
chr6	116208800	116222100	+	24.0113	3.57496	8.99	20.436339999999998
chr6	17586400	17597600	+	21.9537	1.52435	3.91	20.42935
chr11	74450600	74453800	+	23.1104	2.68395	9.96	20.42645
chr8	11549100	11551500	-	22.1527	1.7391	8.66	20.4136
chr16	11134625	11136800	-	22.0376	1.63172	11.92	20.40588
chrX	13423640	13425000	-	20.8246	0.418738	8.61	20.405862
chr2	72123810	72126100	+	22.783	2.38321	3.57	20.399790000000003
chr5	31915911	31918000	+	22.9393	2.5548900000000003	6.16	20.38441
chr14	52603800	52605900	+	21.4524	1.06823	3.14	20.38417
chr2	126968000	126969700	-	22.0102	1.63188	6.34	20.378320000000002
chr1	145850600	145852900	-	21.6381	1.27775	2.13	20.36035
chr14	62267390	62271300	-	21.8655	1.57281	4.54	20.29269
chr11	100674600	100713200	-	24.1393	3.84848	20.57	20.29082
chr6	22289100	22306518	-	22.024	1.73372	3.44	20.290280000000003
chr11	3829400	3833500	-	21.352	1.063	4.07	20.289
chr17	13896000	13897546	-	21.1242	0.837476	9.82	20.286724
chr16	21778400	21791200	-	23.0521	2.7696400000000003	18.58	20.28246
chr18	20715600	20729400	+	22.5819	2.30275	20.54	20.27915
chr9	96262200	96264597	-	20.9673	0.6925640000000001	8.93	20.274736
chrX	16387800	16394903	-	21.4253	1.16468	15.27	20.26062
chr15	79721300	79724700	+	21.5526	1.29913	7.18	20.25347
chr4	136017100	136021800	+	21.482	1.23452	7.53	20.24748
chr15	101965000	101967500	-	22.11	1.86801	6.2	20.24199
chr10	77068300	77080500	+	24.726	4.50335	15.68	20.222649999999998
